address_id;address;address2;district;city_id;postal_code;phone;location;last_update
328;479 San Felipe del Progreso Avenue;;Morelos;130;54949;869051782691;[B@78ffe6dc;25-09-2014
333;1860 Taguig Loop;;West Java;119;59550;38158430589;[B@8317c52;25-09-2014
338;431 Szkesfehrvr Avenue;;Baki;48;57828;119501405123;[B@76f2bbc1;25-09-2014
342;124 al-Manama Way;;Hiroshima;382;52368;647899404952;[B@68e965f5;25-09-2014
346;1217 Konotop Avenue;;Gelderland;151;504;718917251754;[B@6f27a732;25-09-2014
351;1157 Nyeri Loop;;Adygea;320;56380;262744791493;[B@6c779568;25-09-2014
355;469 Nakhon Sawan Street;;Tuvassia;531;58866;689199636560;[B@f381794;25-09-2014
363;604 Bern Place;;Jharkhand;429;5373;620719383725;[B@2cdd0d4b;25-09-2014
376;1061 Ede Avenue;;Southern Tagalog;98;57810;333390595558;[B@7e9131d5;25-09-2014
400;1152 Citrus Heights Manor;;al-Qadarif;15;5239;765957414528;[B@2e1d27ba;25-09-2014
411;264 Bhimavaram Manor;;St Thomas;111;54749;302526949177;[B@61d6015a;25-09-2014
418;126 Acua Parkway;;West Bengali;71;58888;480039662421;[B@2525ff7e;25-09-2014
419;397 Sunnyvale Avenue;;Guanajuato;19;55566;680851640676;[B@524d6d96;25-09-2014
423;437 Chungho Drive;;Puerto Plata;450;59489;491271355190;[B@152aa092;25-09-2014
443;1836 Korla Parkway;;Copperbelt;272;55405;689681677428;[B@44a7bfbc;25-09-2014
444;231 Kaliningrad Place;;Lombardia;70;57833;575081026569;[B@4ef37659;25-09-2014
446;1924 Shimonoseki Drive;;Batna;59;52625;406784385440;[B@776b83cc;25-09-2014
452;207 Cuernavaca Loop;;Tatarstan;352;52671;782900030287;[B@37858383;25-09-2014
502;1515 Korla Way;;England;589;57197;959467760895;[B@4e268090;25-09-2014
503;1416 San Juan Bautista Tuxtepec Avenue;;Zufar;444;50592;144206758053;[B@1bb266b3;25-09-2014
512;1269 Ipoh Avenue;;Eskisehir;163;54674;402630109080;[B@306cf3ea;25-09-2014
514;1747 Rustenburg Place;;Bihar;110;51369;442673923363;[B@2beee7ff;25-09-2014
548;1658 Cuman Loop;;Sumatera Selatan;396;51309;784907335610;[B@5136d012;25-09-2014
550;1715 Okayama Street;;So Paulo;485;55676;169352919175;[B@5939a379;25-09-2014
552;390 Wroclaw Way;;Hainan;462;5753;357593328658;[B@e1de817;25-09-2014
558;904 Clarksville Drive;;Zhejiang;193;52234;955349440539;[B@52102734;25-09-2014
562;869 Shikarpur Way;;England;496;57380;590764256785;[B@3541cb24;25-09-2014
572;539 Hami Way;;Tokat;538;52196;525518075499;[B@2177849e;25-09-2014
584;1819 Alessandria Loop;;Campeche;103;53829;377633994405;[B@40cb8df7;25-09-2014
590;247 Jining Parkway;;Banjul;54;53446;170115379190;[B@13b13b5d;25-09-2014
603;1103 Quilmes Boulevard;;Piura;503;52137;644021380889;[B@2892dae4;25-09-2014
